Id,Source,Nucleotide Accession,Start,Stop,Strand,Protein,Protein Name,Organism,Strain,Assembly,len
169649020,RefSeq,NZ_CP028843.1,2409023,2410237,-,WP_099953335.1,NosD domain-containing protein,Methylobacterium currus,PR1016A,GCF_003058325.1,1215
465578663,INSDC,BK055294.1,14326,15540,-,DAV04765.1,hypothetical protein,Caudoviricetes sp.,,,1215
448969468,INSDC,JAFDWQ010000006.1,2247,3461,+,MBS1714980.1,right-handed parallel beta-helix repeat-containing protein,Armatimonadota bacterium,,GCA_018268395.1,1215
599348764,INSDC,JAPLTA010000360.1,2326,3540,-,MCX7007371.1,glycosyl hydrolase family 28-related protein,Kiritimatiellota bacterium,,GCA_026688715.1,1215
617970252,INSDC,JAOKBZ010000003.1,21473,22675,-,MDB4041034.1,glycoside hydrolase family 55 protein,Akkermansiaceae bacterium,,GCA_028245035.1,1203
759220862,INSDC,DATMEN010000030.1,14269,15477,-,HWM26375.1,glycosyl hydrolase family 28-related protein,Chthoniobacterales bacterium,,GCA_035556975.1,1209
411508970,INSDC,JAFGXT010000207.1,2607,3815,-,MBN2642116.1,hypothetical protein,Victivallales bacterium,,GCA_016936495.1,1209
138443668,RefSeq,NZ_BAQA01000041.1,68815,70044,+,WP_077807998.1,hypothetical protein,Neoasaia chiangmaiensis NBRC 101099,NBRC 101099,GCF_025994235.1,1230
315421900,INSDC,JAAYKG010000060.1,21643,22875,+,NLN77878.1,hypothetical protein,Armatimonadota bacterium,,GCA_012522555.1,1233
410666726,INSDC,JAFGFK010000364.1,1119,2354,-,MBN1902360.1,right-handed parallel beta-helix repeat-containing protein,Candidatus Sumerlaeota bacterium,,GCA_016931135.1,1236
464871708,RefSeq,NZ_JAHNZO010000006.1,201919,203154,-,WP_216792408.1,glycoside hydrolase family 55 protein,Paenibacillus oleatilyticus,SM69,GCF_018998565.1,1236
522940070,INSDC,OM293948.2,88134,89351,-,UKM62970.1,hypothetical protein,Levilactobacillus phage ENFP1,,GCA_022338165.2,1218
329488137,INSDC,JABUFB010000008.1,336756,337976,+,NSW56100.1,right-handed parallel beta-helix repeat-containing protein,Armatimonadota bacterium,,GCA_013314775.1,1221
146821305,RefSeq,NZ_LWTT01000002.1,506375,507724,+,WP_084955018.1,glycosyl hydrolase family 28-related protein,Prescottella equi,PAM2282,GCF_002094295.1,1350
156961500,RefSeq,NZ_NKDB02000002.1,534345,535721,-,WP_094438184.1,right-handed parallel beta-helix repeat-containing protein,Alicycliphilus denitrificans,BQ1,GCF_002250385.2,1377
549217325,RefSeq,NZ_JALPRX010000165.1,1,1309,-,WP_248670047.1,glycosyl hydrolase family 28-related protein,Roseomonas acroporae,NAR14,GCF_023223525.1,1309
908808225,RefSeq,NZ_JBHTFF010000005.1,399331,400632,-,WP_377493231.1,glycosyl hydrolase family 28-related protein,Microlunatus sp. GCM10028923,SOC37,GCF_042666975.1,1302
887601926,RefSeq,NZ_JBGCCN010000003.1,140528,141832,+,WP_370270947.1,right-handed parallel beta-helix repeat-containing protein,Streptomyces sp. V4I8,V4I8,GCF_041261225.1,1305
280930872,INSDC,SIBC01000102.1,3507,4829,-,MSU42409.1,hypothetical protein,Pedosphaera sp.,,GCA_009695365.1,1323
551118082,INSDC,WRNM01000144.1,3812,5149,-,MCL2158702.1,hypothetical protein,Oscillospiraceae bacterium,,GCA_009776605.1,1338
577283238,RefSeq,NZ_BAAAQY010000017.1,4881,6218,-,WP_259481661.1,hypothetical protein,Herbiconiux moechotypicola,JCM 16117,GCF_039531915.1,1338
291877042,RefSeq,NZ_CP047593.1,2973095,2974435,+,WP_160629340.1,glycosyl hydrolase family 28-related protein,Tichowtungia aerotolerans,S-5007,GCF_009905215.1,1341
574067611,RefSeq,NZ_JANQBD010000015.1,208846,210186,+,WP_258215211.1,nitrous oxide reductase family maturation protein NosD,Paenibacillus radicis (ex Xue et al. 2023),N5-1-1-5,GCF_024722015.1,1341
941137118,INSDC,JBIWMT010000003.1,68972,70297,+,MFJ9353769.1,glycosyl hydrolase family 28-related protein,Streptomyces mirabilis,NPDC101778,GCA_044766835.1,1326
128734856,INSDC,BK054523.1,9577,10908,-,DAQ47148.1,parallel beta-helix repeat-containing protein,Caudoviricetes sp.,,,1332
462570908,INSDC,BK018806.1,13839,14897,+,DAH23828.1,DNA terminal protein,Caudoviricetes sp.,,,1059
897566981,INSDC,JBAYUE010000068.1,265,1305,+,MFA7334721.1,hypothetical protein,Kiritimatiellia bacterium,,GCA_041675295.1,1041
438989855,INSDC,JAFTMX010000002.1,12579,13625,+,MBQ8426182.1,hypothetical protein,Clostridia bacterium,,GCA_017452185.1,1047
739109043,INSDC,DATHGT010000205.1,1,1096,-,HMH51646.1,right-handed parallel beta-helix repeat-containing protein,Candidatus Acidiferrum sp.,,GCA_035317605.1,1096
878656602,RefSeq,NZ_JBFBDW010000001.1,461980,463050,+,WP_363539233.1,glycosyl hydrolase family 28-related protein,Kitasatospora sp. NPDC093679,NPDC093679,GCF_040683455.1,1071
462635503,INSDC,BK017272.1,13962,15041,+,DAF80527.1,terminal protein,Caudoviricetes sp.,,,1080
497615602,INSDC,JAFNKF010000577.1,102,1180,+,MCB7130403.1,hypothetical protein,Candidatus Bathyanammoxibius sp.,,GCA_020555905.1,1079
464924524,INSDC,BK045666.1,14541,15539,-,DAP92411.1,hypothetical protein,Caudoviricetes sp.,,,999
465747438,INSDC,BK042305.1,17445,18452,-,DAS78354.1,hypothetical protein,Caudoviricetes sp.,,,1008
355610332,INSDC,JACNFJ010001524.1,1876,2900,+,MBC8555208.1,hypothetical protein,Candidatus Brocadiales bacterium,,GCA_014384865.1,1025
781311125,INSDC,JAZADQ010000048.1,318,1349,-,MEC8996440.1,hypothetical protein,Pseudomonadota bacterium,,GCA_036123415.1,1032
465723117,INSDC,BK041697.1,7444,8466,-,DAS48661.1,DNA end protector protein,Caudoviricetes sp.,,,1023
520459242,INSDC,JAIPIO010000183.1,4289,5461,-,MCF7849418.1,hypothetical protein,Kiritimatiellales bacterium,,GCA_021734595.1,1173
520452437,INSDC,JAIPJC010000134.1,2860,4029,+,MCF7818694.1,glycoside hydrolase family 55 protein,Kiritimatiellales bacterium,,GCA_021734345.1,1170
82777975,RefSeq,NZ_CP010904.1,357959,359152,-,WP_052881020.1,right-handed parallel beta-helix repeat-containing protein,Kiritimatiella glycovorans,L21-Fru-AB,GCF_001017655.1,1194
804038271,RefSeq,NZ_JAZGGR010000010.1,47480,48670,+,WP_331369421.1,hypothetical protein,Methylobacterium ajmalii,,GCF_036480535.1,1191
936677156,RefSeq,NZ_JBIUBV010000008.1,194982,196172,-,WP_399818354.1,glycosyl hydrolase family 28-related protein,Streptomyces sp. NPDC052040,NPDC052040,GCF_044548405.1,1191
65452512,RefSeq,NZ_JRKJ01000002.1,355024,356133,-,WP_036164993.1,right-handed parallel beta-helix repeat-containing protein,Lysobacter dokdonensis DS-58,DS-58,GCF_000770795.1,1110
739718279,INSDC,DAOLBH010000694.1,486,1598,-,HMO27256.1,glycosyl hydrolase family 28-related protein,Tepidisphaeraceae bacterium,,GCA_035324675.1,1113
431861439,INSDC,JAGPGE010000233.1,7293,8410,+,MBP8952946.1,hypothetical protein,Armatimonadota bacterium,,GCA_018056145.1,1118
503356446,INSDC,JADLHF010000091.1,284,1405,+,MCC6717464.1,hypothetical protein,Acetobacteraceae bacterium,,GCA_020848935.1,1122
423675983,INSDC,JAGBXP010000034.1,7106,8206,-,MBO5738685.1,hypothetical protein,bacterium,,GCA_017629215.1,1101
547246251,INSDC,JAGLNW010000939.1,1,1141,+,MCK5173724.1,right-handed parallel beta-helix repeat-containing protein,Planctomycetota bacterium,,GCA_023139285.1,1141
784454518,INSDC,DATAVV010000475.1,31945,33087,-,HEX3926295.1,glycosyl hydrolase family 28-related protein,Streptosporangiaceae bacterium,,GCA_036267555.1,1143
732462053,INSDC,DATEZH010000299.1,6608,7732,+,HJW46370.1,right-handed parallel beta-helix repeat-containing protein,Lysobacter sp.,,GCA_035255825.1,1125
590377945,INSDC,JAOPUW010000102.1,5051,6736,+,MCW2507520.1,Polygalacturonase,Modestobacter sp.,,GCA_025963305.1,1686
904786968,INSDC,JBHLSK010000001.1,3151109,3152797,-,MFB8830393.1,glycosyl hydrolase family 28-related protein,Azotobacter sp. CWF10,CWF10,GCA_042428465.1,1689
897954138,RefSeq,NZ_JBFJQD010000372.1,1712,3413,-,WP_372743177.1,glycosyl hydrolase family 28-related protein,Neptunomonas sp.,,GCF_041616795.1,1702
823318090,INSDC,OR998962.1,24331,26013,+,WXG22927.1,hypothetical protein,Bat mastadenovirus,,,1683
448527947,RefSeq,NZ_JAERLO010000001.1,288554,290278,-,WP_211515133.1,hypothetical protein,Gluconobacter cerinus,Dm-80,GCF_018256475.1,1725
562458839,RefSeq,NZ_JAMZAI010000008.1,1110,2831,+,WP_253570512.1,glycoside hydrolase family 55 protein,Gluconobacter albidus,R-80288,GCF_024158565.1,1722
749705548,INSDC,DATHQY010000362.1,5609,7315,+,HSY23495.1,glycosyl hydrolase family 28-related protein,Polyangiaceae bacterium,,GCA_035482215.1,1707
347295083,RefSeq,NZ_JACGXN010000011.1,125073,126749,-,WP_182551718.1,hypothetical protein,Phyllobacterium myrsinacearum,AN3,GCF_014138285.1,1677
792848249,INSDC,DASUUJ010000276.1,518,2167,+,HEX6280090.1,glycosyl hydrolase family 28-related protein,Pyrinomonadaceae bacterium,,GCA_036374095.1,1650
448560412,RefSeq,NZ_JAERME010000001.1,910423,912054,-,WP_211580898.1,hypothetical protein,Gluconobacter wancherniae,Dm-19,GCF_018256055.1,1632
547263303,INSDC,JAGLQO010000009.1,19953,21575,+,MCK4997175.1,hypothetical protein,Candidatus Pacearchaeota archaeon,,GCA_023136775.1,1623
347295218,RefSeq,NZ_JACGXN010000011.1,127195,128856,-,WP_182551719.1,hypothetical protein,Phyllobacterium myrsinacearum,AN3,GCF_014138285.1,1662
548875516,RefSeq,NZ_JALPRF010000003.1,1292509,1294176,+,WP_248479111.1,right-handed parallel beta-helix repeat-containing protein,Spirosoma liriopis,RP8,GCF_023196085.1,1668
924491518,RefSeq,NZ_CP171125.1,60672,62324,-,WP_395147180.1,right-handed parallel beta-helix repeat-containing protein,Moraxella atlantae,WGS1373,GCF_043950565.1,1653
347334113,RefSeq,NZ_BPRF01000013.1,12271,13923,+,WP_182556610.1,hypothetical protein,Methylorubrum thiocyanatum,JCM 10893,GCF_022179785.1,1653
577831112,INSDC,JANWYH010000002.1,169718,171370,+,MCS6873641.1,glycoside hydrolase family 55 protein,Pyrinomonadaceae bacterium,,GCA_025054715.1,1653
828144708,INSDC,BK066448.1,7183,8997,-,DBA47500.1,Terminal,Adenovirus zootoca35082,,,1815
496680189,INSDC,MW067004.1,6935,11472,-,QTH80085.2,pTP,Tern adenovirus,,,4538
101284859,RefSeq,NZ_BDQI01000008.1,293282,295090,+,WP_067365553.1,right-handed parallel beta-helix repeat-containing protein,Streptomyces olivochromogenes,NBRC 3561,GCF_002335465.1,1809
51782445,RefSeq,NC_024150.1,8292,12873,-,YP_009032608.1,pTP,California sea lion adenovirus 1,Zc11-030,GCF_000920015.1,4582
367299347,RefSeq,NZ_CP063169.1,455914,457701,-,WP_193497768.1,glycosyl hydrolase family 28-related protein,Ruania alkalisoli,RN3S43,GCF_014960965.1,1788
436106270,RefSeq,NZ_CP063169.1,480898,482682,-,WP_210769059.1,glycosyl hydrolase family 28-related protein,Ruania alkalisoli,RN3S43,GCF_014960965.1,1785
274630941,INSDC,LC469780.1,7377,12474,-,BBJ21541.1,terminal protein precursor pTP,Crane-associated adenovirus 1,,GCA_008894285.1,5098
866877581,RefSeq,NZ_JBEPMH010000001.1,1192533,1194353,+,WP_354307331.1,glycosyl hydrolase family 28-related protein,Sphingomonas trueperi,1770,GCF_040545665.1,1821
284433961,RefSeq,NZ_LMNU01000001.1,91632,93485,+,WP_156375497.1,hypothetical protein,Methylobacterium sp. Leaf125,Leaf125,GCF_001423085.1,1854
324179625,RefSeq,NZ_SDLG01000004.1,50803,52626,-,WP_171699942.1,glycosyl hydrolase family 28-related protein,Anoxybacillus sp. CHMUD,CHMUD,GCF_013096965.1,1824
749480384,INSDC,DATHOG010000003.1,85960,87786,-,HTB82130.1,glycosyl hydrolase family 28 protein,Candidatus Sulfotelmatobacter sp.,,GCA_035485115.1,1827
811400,RefSeq,NC_001813.1,7198,8943,-,NP_044703.1,terminal protein,Duck atadenovirus A,127,GCF_000845945.1,1746
593126316,INSDC,ON217544.1,7438,11675,-,UZF96919.1,terminal protein,Bovine adenovirus 10,Belfast 1,GCA_026153655.1,4238
761517428,INSDC,PP098962.1,7085,8827,-,WRQ19809.1,pTP protein,unidentified adenovirus,,,1743
164559548,RefSeq,NZ_NUQY01000043.1,37431,39182,+,WP_098822727.1,glycosyl hydrolase family 28-related protein,Bacillus wiedmannii,AFS054563,GCF_002579445.1,1752
576743621,INSDC,MW508338.2,6863,11197,-,UVZ42948.1,pTP,Siadenovirus sp.,S478/20,GCA_024930225.1,4335
760695074,INSDC,DATMQY010000012.1,122819,124285,+,HWX66750.1,hypothetical protein,Rhodanobacter sp.,,GCA_035566635.1,1467
96968257,RefSeq,NZ_LMRY01000058.1,43916,45394,+,WP_060649010.1,glycosyl hydrolase family 28-related protein,Paenibacillus sp. Soil724D2,Soil724D2,GCF_001427935.1,1479
664680736,INSDC,OR003940.1,23329,24780,-,WJZ48166.1,tailspike protein,Phage DSL-LC05,,GCA_030463405.1,1452
849133070,INSDC,JBDOMY010001840.1,531,1994,-,MEO1999289.1,right-handed parallel beta-helix repeat-containing protein,Planctomycetaceae bacterium,,GCA_039831595.1,1464
257264079,RefSeq,NZ_FMIR01000019.1,662977,664485,-,WP_140403386.1,glycosyl hydrolase family 28-related protein,Microbacterium oxydans,,GCF_900095745.1,1509
229305438,RefSeq,NZ_SBHT01000016.1,5858,7339,-,WP_128408436.1,glycosyl hydrolase family 28-related protein,Rhizobium leguminosarum,CB1,GCF_004028065.1,1482
392695457,INSDC,JADJDR010000014.1,6813,8306,+,MBK6874066.1,hypothetical protein,Kineosporiaceae bacterium,,GCA_016702615.1,1494
800478025,INSDC,DATCCB010000061.1,1,1489,-,HEY5106586.1,glycosyl hydrolase family 28-related protein,Caulobacteraceae bacterium,,GCA_036511515.1,1489
628644789,RefSeq,NZ_CP118164.1,5002701,5004125,+,WP_274327636.1,right-handed parallel beta-helix repeat-containing protein,Bremerella sp. P1,P1,GCF_028748185.1,1425
463529211,INSDC,BK036080.1,14917,16341,-,DAK39119.1,DNA terminal protein,Caudoviricetes sp.,,,1425
272870287,RefSeq,NZ_VWTY01000003.1,291717,293120,-,WP_150037249.1,hypothetical protein,Pantoea sp. VH_8,VH_8,GCF_008631275.1,1404
805719192,INSDC,DATBGG010000020.1,949,2385,-,HEY7148018.1,glycoside hydrolase family 55 protein,Gaiellaceae bacterium,,GCA_036558065.1,1437
754470908,INSDC,DATKZH010000199.1,24411,25847,-,HUT90058.1,right-handed parallel beta-helix repeat-containing protein,Thermoguttaceae bacterium,,GCA_035528065.1,1437
805321991,RefSeq,NZ_JAZHBO010000002.1,817846,819429,-,WP_331704177.1,glycosyl hydrolase family 28-related protein,Aquilutibacter rugosus,FXH3W,GCF_036541335.1,1584
678553619,INSDC,JAUSLB010000202.1,4862,6442,-,MDO8426965.1,glycosyl hydrolase family 28-related protein,Deltaproteobacteria bacterium,,GCA_030646655.1,1581
183319834,RefSeq,NZ_PVRV01000023.1,43988,45577,-,WP_106478097.1,glycosyl hydrolase family 28-related protein,Phytohalomonas tamaricis,R4HLG17,GCF_003012345.1,1590
305144351,RefSeq,NZ_CP049863.1,2514402,2516012,+,WP_166292011.1,right-handed parallel beta-helix repeat-containing protein,Leucobacter viscericola,HDW9C,GCF_011299575.1,1611
421597121,RefSeq,NZ_BOSC01000001.1,552231,553850,+,WP_213577671.1,hypothetical protein,Paenibacillus lautus,J28TS4,GCF_018403145.1,1620
763080647,INSDC,DASPIX010000166.1,5932,7545,+,HYF77463.1,right-handed parallel beta-helix repeat-containing protein,Symbiobacteriaceae bacterium,,GCA_035628935.1,1614
620912106,INSDC,JAOMZF010000002.1,42599,44194,-,MDC0863121.1,glycosyl hydrolase family 28-related protein,bacterium,,GCA_028372705.1,1596
385029010,INSDC,JACQRL010000198.1,4990,6582,-,MBI4243693.1,right-handed parallel beta-helix repeat-containing protein,Planctomycetota bacterium,,GCA_016206485.1,1593
286122004,INSDC,WOUY01000005.1,18573,20108,-,KAF0137720.1,hypothetical protein,Xanthobacteraceae bacterium,,GCA_009773095.1,1536
653873791,INSDC,JASEJN010000045.1,19422,20960,+,MDI6619130.1,glycosyl hydrolase family 28-related protein,Clostridiales bacterium,,GCA_030016385.1,1539
748105923,INSDC,DATIBT010000024.1,1440,2969,-,HSE61122.1,glycosyl hydrolase family 28-related protein,Candidatus Saccharimonadales bacterium,,GCA_035457345.1,1530
219628234,INSDC,RPOM01000573.1,16,1539,+,RPJ56855.1,hypothetical protein,Dehalococcoidia bacterium,,GCA_003820345.1,1524
468376469,RefSeq,NZ_JAHSPF010000002.1,302502,304031,+,WP_246758408.1,glycoside hydrolase family 55 protein,Erwinia phyllosphaerae,CMYE1,GCF_019132875.1,1530
123833567,RefSeq,NZ_FNGM01000034.1,1,1524,-,WP_143013597.1,glycosyl hydrolase family 28-related protein,Paenibacillus jilunlii,CGMCC 1.10239,GCF_900102965.1,1524
430332141,INSDC,JAGNRH010000091.1,14604,16160,+,MBP6464975.1,hypothetical protein,Rubrivivax sp.,,GCA_017988475.1,1557
838696725,RefSeq,NZ_CP152417.1,2781299,2782864,-,WP_342753730.1,glycosyl hydrolase family 28-related protein,Pantoea sp. MBD-2R,,GCF_039134845.1,1566
19250403,INSDC,CP001848.1,3005549,3007111,+,ADB16977.1,Parallel beta-helix repeat protein,Pirellula staleyi DSM 6068,DSM 6068,GCA_000025185.1,1563
577430672,RefSeq,NZ_JAHSTZ010000037.1,41571,43127,+,WP_259515943.1,hypothetical protein,Klebsiella pneumoniae,VMC06_Kp1,GCF_024998425.1,1557
703169997,RefSeq,NZ_DALZIG010000009.1,109214,110755,-,WP_312465702.1,glycosyl hydrolase family 28-related protein,Atlantibacter hermannii,,GCF_032011125.1,1542
466657191,INSDC,BK041070.1,1346,2422,+,DAY18852.1,hypothetical protein,Caudoviricetes sp.,,,1077
166311423,INSDC,PAWD01000051.1,15599,16279,+,MBE45005.1,hypothetical protein,Nitrososphaerota archaeon,,GCA_002713325.1,681
461301464,INSDC,BK015539.1,2102,2938,+,DAE11884.1,hypothetical protein,Podoviridae sp. ctXSp1,,,837
163542713,RefSeq,NZ_NUDL01000035.1,12402,13103,-,WP_098102510.1,cytoplasmic protein,Bacillus wiedmannii,AFS010764,GCF_002555385.1,702
701727936,RefSeq,NZ_JAVSPC010000041.1,2949,3452,+,WP_313660235.1,hypothetical protein,Staphylococcus haemolyticus,NSH010,GCF_032142435.1,504
334895593,INSDC,JACASV010000094.1,1014,1616,-,NWJ44037.1,hypothetical protein,Marine Group I thaumarchaeote,L15b,GCA_013390385.1,603
215969,RefSeq,NC_003075.7,12264640,12267074,+,NP_194081.1,Pectin lyase-like superfamily protein,Arabidopsis thaliana,,GCF_000001735.4,2435
26683659,RefSeq,NZ_AGJK01000003.1,25061,27580,-,WP_003596292.1,hypothetical protein,Methylorubrum extorquens DSM 13060,DSM 13060,GCF_000243435.1,2520
463763697,INSDC,BK038642.1,16965,17657,-,DAJ26306.1,hypothetical protein,Caudoviricetes sp.,,,693
826158774,RefSeq,NZ_LJQO01000076.1,3509,5058,+,WP_338012267.1,DEAD/DEAH box helicase,Pseudomonas amygdali pv. photiniae,ICMP 7840,GCF_001400415.1,1550
320994392,INSDC,DUAO01000117.1,4576,5181,+,HIG33163.1,hypothetical protein,Flavobacteriales bacterium,,GCA_012960805.1,606
415287102,RefSeq,NZ_CP034692.1,2313435,2313800,-,WP_206662530.1,hypothetical protein,Halorubrum sp. BOL3-1,BOL3-1,GCF_004114375.1,366
527115,RefSeq,NC_003076.8,16758817,16760490,-,NP_199002.1,Pectin lyase-like superfamily protein,Arabidopsis thaliana,,GCF_000001735.4,1674
546768408,INSDC,JAGMBV010000204.1,2002,2733,+,MCK4382741.1,hypothetical protein,Promethearchaeota archaeon,,GCA_023129555.1,732
570900370,INSDC,JAKTLW010000029.1,11695,12423,+,MCR0248994.1,hypothetical protein,[Clostridium] innocuum,NU1-AC-005,GCA_024590815.1,729
349748279,RefSeq,NZ_JACHFE010000005.1,252809,255079,+,WP_183704065.1,helicase C-terminal domain-containing protein,Marinobacter oulmenensis,DSM 22359,GCF_014201735.1,2271
27479356,RefSeq,NC_017980.1,2179,2895,+,YP_006383588.1,hypothetical protein,Clostridium phage phiCP7R,,GCF_000897195.1,717
205320797,INSDC,DNBQ01000113.1,50,640,+,HAV28919.1,hypothetical protein,Saprospirales bacterium,,GCA_003484625.1,591
424390508,INSDC,JAGCAQ010000015.1,11035,11868,-,MBO7712828.1,hypothetical protein,Methanobrevibacter sp.,,GCA_017652645.1,834
876763,RefSeq,NC_086023.1,139779990,139781111,-,NP_001101443.1,exonuclease V,Rattus norvegicus,BN/NHsdMcwi,GCF_036323735.1,1122
244396197,INSDC,PPXQ01000012.1,170682,174350,+,THC42582.1,hypothetical protein,Massilia sp. Mn16-1_5,Mn16-1_5,GCA_004798585.1,3669
369451248,INSDC,MT790999.1,8827,10533,-,QOV03173.1,terminal protein precursor pTP,Human adenovirus 41,,GCA_015244835.1,1707
176252951,RefSeq,NC_055063.1,3450,4025,-,YP_010084159.1,putative terminal protein,Vibrio phage 1.044.O._10N.261.51.B8,,GCF_003926855.1,576
112349222,RefSeq,NC_003074.8,22109343,22111698,-,NP_001326406.1,Pectin lyase-like superfamily protein,Arabidopsis thaliana,,GCF_000001735.4,2356
101498999,RefSeq,NZ_NPKF01000001.1,8140360,8141859,+,WP_059247683.1,glycosyl hydrolase family 28-related protein,Streptomyces sp. FBKL.4005,FBKL.4005,GCF_002251155.1,1500
137512881,INSDC,CM007650.1,136913762,136915524,-,ONM55825.1,Polygalacturonase,Zea mays,,GCA_000005005.6,1763
464969490,INSDC,BK057728.1,891,1712,+,DAR59290.1,hypothetical protein,Caudoviricetes sp.,,,822
93203317,RefSeq,NC_028938.1,4304,4795,-,YP_009211276.1,hypothetical protein,Acidianus bottle-shaped virus 2 strain ABV2,ABV2,GCF_001502255.1,492
168294743,INSDC,PCCC01000030.1,4636,5148,-,MBV22937.1,hypothetical protein,Methanobacteriota archaeon,,GCA_002731935.1,513
450911359,RefSeq,NZ_CP073348.1,2140731,2141243,-,WP_211604782.1,CRISPR-associated protein Cas4,Porphyromonas gingivalis,GMU202011,GCF_018141805.1,513
179772361,INSDC,NZYI01000018.1,9398,9907,+,MAS02251.1,hypothetical protein,Gammaproteobacteria bacterium,,GCA_002702115.1,510
