704944164	INSDC	CP130318.1	3407660	3410002	-	WNQ08996.1	glycosyl hydrolase family 28-related protein	Paenibacillus aurantius	MBLB1776	GCA_032268605.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
799422534	INSDC	DASXUX010000095.1	516966	519290	+	HEY3324654.1	glycosyl hydrolase family 28-related protein	Planctomycetota bacterium		GCA_036504595.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
842491771	RefSeq	NZ_JBCIVJ010000001.1	316643	318988	-	WP_343193047.1	glycosyl hydrolase family 28-related protein	Phytobacter palmae	PSU_29	GCF_039409775.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
473439660	INSDC	JAFDGA010000022.1	977	3358	+	MBW2135159.1	hypothetical protein	Deltaproteobacteria bacterium		GCA_019309545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
416780276	RefSeq	NZ_JAFFQY010000063.1	115495	117888	-	WP_206935742.1	glycosyl hydrolase family 28-related protein	Roseococcus thiosulfatophilus	RB-3	GCF_017311575.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
486462394	RefSeq	NZ_JAIQXE010000002.1	708297	710663	+	WP_224117378.1	glycoside hydrolase family 55 protein	Flavihumibacter profundi	KCTC 62290	GCF_020076305.1
486462394	INSDC	JAIQXE010000002.1	708297	710663	+	MBZ5858007.1	glycoside hydrolase family 55 protein	Flavihumibacter profundi	KCTC 62290	GCA_020076305.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
530460876	INSDC	MU278360.1	527541	531001	-	KAI0341762.1	exo-beta-1,3-glucanase	Trametopsis cervina	BRFM 1824	GCA_022385755.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
463716156	INSDC	BK052355.1	4400	6715	-	DAM64846.1	tail spike protein	Caudoviricetes sp.		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
287922006	RefSeq	NZ_QTJU01000008.1	168623	170893	-	WP_158559341.1	right-handed parallel beta-helix repeat-containing protein	Deminuibacter soli	K23C18032701	GCF_003412455.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
410996301	INSDC	JAFGRS010000692.1	113	2395	-	MBN2451608.1	hypothetical protein	Lentisphaeria bacterium		GCA_016935045.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
175014474	RefSeq	NW_020194667.1	1856380	1858836	+	XP_024729945.1	glycoside hydrolase family 55 protein	Hyaloscypha bicolor E	E	GCF_002865645.1
175014474	RefSeq	XM_024875907.1	1	2283	+	XP_024729945.1	glycoside hydrolase family 55 protein	Hyaloscypha bicolor E	E	
175014474	INSDC	KZ613895.1	1856380	1858836	+	PMD53041.1	glycoside hydrolase family 55 protein	Hyaloscypha bicolor E	E	GCA_002865645.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
800393893	INSDC	DASXVN010000054.1	5107	7368	+	HEY3398177.1	glycosyl hydrolase family 28-related protein	Armatimonadota bacterium		GCA_036504235.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
380413128	RefSeq	NZ_CP036433.1	549121	551379	+	WP_197442930.1	glycosyl hydrolase family 28-related protein	Lignipirellula cremea	Pla85_3_4	GCF_007751035.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
752578939	INSDC	DATJNL010000546.1	291	2597	+	HUB10295.1	glycosyl hydrolase family 28-related protein	Myxococcales bacterium		GCA_035508175.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
644600639	RefSeq	NZ_CP121644.1	5158282	5160588	-	WP_283016487.1	carbohydrate-binding protein	Bradyrhizobium barranii	CC1502	GCF_029714225.1
644600639	INSDC	CP121644.1	5158282	5160588	-	WFT91415.1	glycosyl hydrolase family 28-related protein	Bradyrhizobium barranii	CC1502	GCA_029714225.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
354891529	INSDC	JACMLY010000015.1	3107	5422	+	MBC7826428.1	hypothetical protein	Chitinophagaceae bacterium		GCA_014379345.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
598206309	INSDC	JAPLCQ010000011.1	38326	40635	+	MCX6358263.1	glycosyl hydrolase family 28-related protein	Armatimonadota bacterium		GCA_026392115.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
854474252	INSDC	JBDUAY010000030.1	16431	18728	-	MEP6746848.1	glycosyl hydrolase family 28-related protein	Bacteroidota bacterium		GCA_040004415.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
799494502	INSDC	DASXUY010000040.1	588708	591011	+	HEY3331543.1	glycosyl hydrolase family 28-related protein	Capsulimonadaceae bacterium		GCA_036504535.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
804038177	RefSeq	NZ_JAZGGR010000010.1	48752	50680	+	WP_331369422.1	hypothetical protein	Methylobacterium ajmalii		GCF_036480535.1
804038177	INSDC	JAZGGR010000010.1	48752	50680	+	MEE9481842.1	hypothetical protein	Methylobacterium ajmalii		GCA_036480535.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
828144187	INSDC	BK066403.1	8581	13323	-	DBA47008.1	Terminal	Adenovirus myodes38640		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
82779704	RefSeq	NZ_CP010904.1	2521222	2523141	-	WP_052882610.1	LamG-like jellyroll fold domain-containing protein	Kiritimatiella glycovorans	L21-Fru-AB	GCF_001017655.1
82779704	INSDC	CP010904.1	2521222	2523141	-	AKJ65371.1	Glycoside hydrolase family protein	Kiritimatiella glycovorans	L21-Fru-AB	GCA_001017655.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
322614616	RefSeq	NC_076486.1	7673	12479	-	YP_010798521.1	pTP	Bearded dragon adenovirus 1	BD5H2	GCF_018591195.1
322614616	INSDC	MT050041.1	7673	12479	-	QJR83089.1	pTP	Bearded dragon adenovirus 1	BD5H2	GCA_018591195.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
746778945	INSDC	DAORWC010000233.1	777	2738	-	HQX63121.1	glycosyl hydrolase family 28-related protein	Thermomicrobiales bacterium		GCA_035434065.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
766964711	INSDC	DASRDU010000123.1	8993	10954	-	HZS07951.1	right-handed parallel beta-helix repeat-containing protein	Blastocatellia bacterium		GCA_035652435.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
672949051	RefSeq	NZ_JAUJQE010000004.1	364805	366766	+	WP_301776508.1	glycosyl hydrolase family 28-related protein	Burkholderia sp. AU45274	AU45274	GCF_030482505.1
672949051	INSDC	JAUJQE010000004.1	364805	366766	+	MDN7489515.1	glycosyl hydrolase family 28-related protein	Burkholderia sp. AU45274	AU45274	GCA_030482505.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
1148413	RefSeq	NC_001876.1	8009	9958	-	NP_046315.1	terminal protein	Bovine adenovirus 3	WBR-1	GCF_000844245.1
1148413	INSDC	AF030154.1	8009	9958	-	AAD09720.1	terminal protein	Bovine adenovirus 3	WBR-1	GCA_000844245.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
179956	RefSeq	NC_002501.1	6692	10941	-	NP_062436.1	pTP	Frog adenovirus 1		GCF_000844965.1
179956	INSDC	AF224336.1	6692	10941	-	AAF86925.1	pTP	Frog adenovirus 1		GCA_000844965.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
113551306	RefSeq	NZ_LYXZ01000053.1	56175	58052	-	WP_068295560.1	hypothetical protein	Labrys sp. WJW	WJW	GCF_001676615.1
113551306	INSDC	LYXZ01000053.1	56175	58052	-	OCC01699.1	hypothetical protein	Labrys sp. WJW	WJW	GCA_001676615.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
239876630	RefSeq	NZ_SNVX01000001.1	169328	171214	-	WP_133459853.1	glycosyl hydrolase family 28-related protein	Scandinavium goeteborgense	BIGb0156	GCF_004361715.1
239876630	INSDC	SNVX01000001.1	169328	171214	-	TDN64236.1	pectate lyase-like protein	Scandinavium goeteborgense	BIGb0156	GCA_004361715.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
313391931	RefSeq	NC_075973.1	8822	10705	-	YP_010796273.1	pre-terminal protein	Guinea pig adenovirus	AUS96	GCF_012552665.1
313391931	INSDC	MN986925.1	8822	10705	-	QIZ64152.1	pre-terminal protein	Guinea pig adenovirus 1	AUS96	GCA_012552665.1
313391931	INSDC	MN986926.1	8838	10721	-	QIZ64184.1	pre-terminal protein	Guinea pig adenovirus	GER97	GCA_012552695.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
467258851	INSDC	MZ333131.1	1377	3257	+	QXG07544.1	hypothetical protein	Erwinia phage Pecta		GCA_023898925.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
372755970	RefSeq	NC_054148.1	11067	12932	+	YP_010037978.1	pectin lyase activity	Burkholderia phage Mica		GCF_015502035.1
372755970	INSDC	MT701586.1	11067	12932	+	QPB08627.1	putative tailspike protein	Burkholderia phage Mica		GCA_015502035.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
828146385	INSDC	BK066675.1	7719	9575	-	DBA49230.1	Terminal	Adenovirus varanus37597		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
368930084	INSDC	SVSY01000040.1	12017	13891	+	MBE6593352.1	hypothetical protein	Oscillospiraceae bacterium		GCA_015064065.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
426481852	RefSeq	NZ_JAGIPY010000024.1	21202	23094	-	WP_209434112.1	hypothetical protein	Labrys sp. LIt4	LIt4	GCF_017813775.1
426481852	INSDC	JAGIPY010000024.1	21202	23094	-	MBP0583121.1	hypothetical protein	Labrys sp. LIt4	LIt4	GCA_017813775.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
703873984	RefSeq	NZ_DAMCBQ010000026.1	11077	12969	-	WP_312999615.1	glycosyl hydrolase family 28-related protein	Leclercia sp.		GCF_032059085.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
429717919	INSDC	JAGCXD010000163.1	238	2313	-	MBP5422379.1	hypothetical protein	Paludibacteraceae bacterium		GCA_017961465.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
649079415	INSDC	ON642334.1	13522	15597	-	WGL40795.1	terminal protein precursor	Tawny frogmouth aviadenovirus A		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
211478696	RefSeq	NZ_CP022702.1	1485391	1487442	-	WP_119889787.1	glycosyl hydrolase family 28-related protein	Ralstonia pseudosolanacearum	T523	GCF_003595325.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
612342285	RefSeq	NZ_JAQFAU010000002.1	129737	131791	+	WP_270582587.1	glycosyl hydrolase family 28-related protein	Enterobacter roggenkampii	OM15-89A	GCF_027691445.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
639678413	INSDC	JARKIC010000380.1	75314	79435	+	KAJ7837014.1	exo-beta-1,3-glucanase	Mycena olivaceomarginata	CBHHK47/15	GCA_029378375.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
357139043	RefSeq	NZ_CAJPDG010000001.1	290673	292754	-	WP_321829449.1	glycosyl hydrolase family 28-related protein	Burkholderia cenocepacia	BCC0687	GCF_905337235.1
357139043	INSDC	CAFBRO010000052.1	119809	121890	-	CAB5082867.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4116B	GCA_903231525.1
357139043	INSDC	CAFBRJ010000056.1	119787	121868	-	CAB5083554.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4134	GCA_903231475.1
357139043	INSDC	CAFBRL010000060.1	119787	121868	-	CAB5087698.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4113	GCA_903231535.1
357139043	INSDC	CAFBRN010000001.1	1340199	1342280	-	CAB5095686.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST439	GCA_903231545.1
357139043	INSDC	CAFBRG010000045.1	313558	315639	-	CAB5105079.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4129	GCA_903231425.1
357139043	INSDC	CAFBRQ010000068.1	119809	121890	-	CAB5122038.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4112	GCA_903231515.1
357139043	INSDC	CAFBRP010000068.1	119809	121890	-	CAB5132022.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4131	GCA_903231415.1
357139043	INSDC	CAFBRH010000075.1	119809	121890	-	CAB5132207.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4116A	GCA_903231445.1
357139043	INSDC	CAFBRI010000135.1	119809	121890	-	CAB5167318.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4110	GCA_903231465.1
357139043	INSDC	CAGKPA010000071.1	119809	121890	-	CAB5291330.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4103	GCA_903470625.1
357139043	INSDC	CAGKPC010000076.1	119809	121890	-	CAB5334740.1	Pectate lyase superfamily protein	Burkholderia cenocepacia	IST4130	GCA_903470695.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
285265933	RefSeq	NZ_CACSAS010000001.1	2067392	2069386	+	WP_159598741.1	glycosyl hydrolase family 28-related protein	Starkeya nomas	HF14-78462	GCF_902703545.1
285265933	INSDC	CACSAS010000001.1	2067392	2069386	+	CAA0096300.1	Uncharacterised protein	Starkeya nomas	HF14-78462	GCA_902703545.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
673398293	RefSeq	NZ_JAUJRI010000006.1	333616	335583	-	WP_302106725.1	right-handed parallel beta-helix repeat-containing protein	Burkholderia sp. AU44665	AU44665	GCF_030504405.1
673398293	INSDC	JAUJRI010000006.1	333616	335583	-	MDN7700002.1	right-handed parallel beta-helix repeat-containing protein	Burkholderia sp. AU44665	AU44665	GCA_030504405.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
823317801	INSDC	OR998870.1	20734	22716	+	WXG22655.1	terminal protein	Bat mastadenovirus		
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
190313015	RefSeq	NZ_QJSQ01000015.1	157645	159663	-	WP_110855965.1	glycosyl hydrolase family 28-related protein	Paraburkholderia silvatlantica	SRCL-318	GCF_003217075.1
190313015	INSDC	QJSQ01000015.1	157645	159663	-	PYE21327.1	pectate lyase-like protein	Paraburkholderia silvatlantica	SRCL-318	GCA_003217075.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
334679890	RefSeq	NC_076126.1	3708	9541	-	YP_010796998.1	pTP	Red-eared slider adenovirus 1		GCF_018577835.1
334679890	INSDC	JN632576.3	3708	9541	-	QLD28999.1	pTP	Red-eared slider adenovirus 1		GCA_018577835.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
800298819	INSDC	DASXVL010000386.1	116	3493	-	HEY3377837.1	glycosyl hydrolase family 28-related protein	Armatimonadota bacterium		GCA_036504255.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
896242918	INSDC	JBAZTQ010000018.1	157	3789	+	MFA6172769.1	glycosyl hydrolase family 28-related protein	Kiritimatiellales bacterium		GCA_041661845.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
602747870	INSDC	JAPLNJ010001226.1	20520	24089	+	MCY2996266.1	glycosyl hydrolase family 28-related protein	Planctomycetota bacterium		GCA_026692885.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
323177836	INSDC	JAAMPI010000147.1	36274	48007	+	KAF4634998.1	hypothetical protein	Cudoniella acicularis	DSM 108380	GCA_013054445.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
197667613	RefSeq	NZ_QOWJ01000001.1	252816	257789	-	WP_114233743.1	Ig-like domain-containing protein	Paracnuella aquatica	N24	GCF_003332885.2
197667613	INSDC	QOWJ01000001.1	252816	257789	-	RPD51307.1	T9SS C-terminal target domain-containing protein	Paracnuella aquatica	N24	GCA_003332885.2
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
166358728	INSDC	PAPZ01000020.1	10774	14868	+	MBB13003.1	hypothetical protein	Flavobacteriaceae bacterium		GCA_002709145.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
180747104	INSDC	NJPT01000023.1	69184	73718	-	PQE22120.1	Pectin lyase fold virulence factor protein	Rutstroemia sp. NJR-2017a BBW	NJR-2017a BBW	GCA_002946425.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
427426141	RefSeq	NZ_JAGINP010000001.1	460790	464788	-	WP_209763115.1	glycosyl hydrolase family 28-related protein	Azospirillum rugosum	IMMIB AFH-6	GCF_017876155.1
427426141	RefSeq	NZ_JAUSVT010000004.1	260119	264117	-	WP_209763115.1	glycosyl hydrolase family 28-related protein	Azospirillum rugosum	DSM 19657	GCF_030814845.1
427426141	RefSeq	NZ_JBHSLM010000049.1	446442	450440	-	WP_209763115.1	glycosyl hydrolase family 28-related protein	Azospirillum rugosum	CECT 8679	GCF_042655145.1
427426141	INSDC	JAGINP010000001.1	460790	464788	-	MBP2290710.1	hypothetical protein	Azospirillum rugosum	IMMIB AFH-6	GCA_017876155.1
427426141	INSDC	JAUSVT010000004.1	260119	264117	-	MDQ0525599.1	hypothetical protein	Azospirillum rugosum	DSM 19657	GCA_030814845.1
427426141	INSDC	JBHSLM010000049.1	446442	450440	-	MFC5313215.1	glycosyl hydrolase family 28-related protein	Azospirillum rugosum	CECT 8679	GCA_042655145.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
157358766	INSDC	NCAM01000214.1	2724	5282	+	OYV37435.1	hypothetical protein	Rhodospirillales bacterium 20-64-7		GCA_002255195.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
469314477	INSDC	ABBGAK010000009.1	146002	148539	+	EHT1484571.1	hypothetical protein	Salmonella enterica	PNUSAS211474	GCA_019193935.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
254463965	RefSeq	NZ_VDDA01000002.1	152170	154668	+	WP_139034474.1	hypothetical protein	Methylobacterium terricola	17Sr1-39	GCF_006151805.1
254463965	INSDC	VDDA01000002.1	152170	154668	+	TNC14933.1	hypothetical protein	Methylobacterium terricola	17Sr1-39	GCA_006151805.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
886165806	RefSeq	NZ_JBFTBT010000013.1	80926	83358	+	WP_369112787.1	tail fiber domain-containing protein	Citrobacter portucalensis	65_2	GCF_041023035.1
886165806	INSDC	JBFTBT010000013.1	80926	83358	+	MEX5912155.1	tail fiber domain-containing protein	Citrobacter portucalensis	65_2	GCA_041023035.1
Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
543541822	RefSeq	NZ_LOKZ01000023.1	216422	218848	-	WP_245306879.1	glycosyl hydrolase family 28-related protein	Rhizobium sp. R711	R711	GCF_002211365.1
543541822	RefSeq	NZ_LOLA01000023.1	216422	218848	-	WP_245306879.1	glycosyl hydrolase family 28-related protein	Rhizobium sp. R72	R72	GCF_002211385.1
