## Wed Mar 12 03:12:31 2025
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MBF84644.1	1327935.A0A060AH56_9CAUD	3.33e-89	275.0	4QH5K@10239|Viruses,4QWI8@35237|dsDNA viruses  no RNA stage,4QRZM@28883|Caudovirales,4QJPA@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_013524395.1	1295642.H839_15823	1.82e-112	326.0	2BZV8@1|root,314IT@2|Bacteria,1U3XD@1239|Firmicutes,4IDQ1@91061|Bacilli,1WH6N@129337|Geobacillus	91061|Bacilli	S	Replication-relaxation	-	-	-	-	-	-	-	-	-	-	-	-	Replic_Relax
MDD3127727.1	1236689.MMALV_07290	3.69e-227	677.0	COG0210@1|root,arCOG00802@2157|Archaea,2Y6Y9@28890|Euryarchaeota,3F3I9@33867|unclassified Euryarchaeota	28890|Euryarchaeota	L	UvrD/REP helicase N-terminal domain	-	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
BCU98394.1	268746.Q58MZ2_BPPRM	3.62e-15	76.6	4QDXQ@10239|Viruses,4QV9C@35237|dsDNA viruses  no RNA stage,4QQF2@28883|Caudovirales,4QIMB@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NP_001314388.1	29730.Gorai.010G091200.1	8.57e-272	746.0	COG5434@1|root,2QRSR@2759|Eukaryota,37QIP@33090|Viridiplantae,3G75V@35493|Streptophyta	35493|Streptophyta	G	Belongs to the glycosyl hydrolase 28 family	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100	M00081	R01982,R07413	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
WP_140729851.1	794846.AJQU01000075_gene3402	3.4e-87	305.0	2DQJ1@1|root,3376F@2|Bacteria,1RKWB@1224|Proteobacteria,2UA4H@28211|Alphaproteobacteria,4BE0C@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
TXG86101.1	1357423.S5MCZ1_9CAUD	2.73e-40	143.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EAZ01276.1	4536.ONIVA06G21220.1	1.63e-297	811.0	COG5434@1|root,2QRSR@2759|Eukaryota,37QIP@33090|Viridiplantae,3G75V@35493|Streptophyta,3KMYP@4447|Liliopsida,3IDIN@38820|Poales	35493|Streptophyta	G	Belongs to the glycosyl hydrolase 28 family	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100	M00081	R01982,R07413	RC00049	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyco_hydro_28
HIB83020.1	1357423.S5MCZ1_9CAUD	2.49e-51	173.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QPX71658.1	10685.B6V2Q9_BPSP1	0.0	1026.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales	28883|Caudovirales	S	N-acetylmuramoyl-L-alanine amidase activity	-	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0008150,GO:0016032,GO:0016787,GO:0016798,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0044403,GO:0044406,GO:0044409,GO:0044411,GO:0044419,GO:0044423,GO:0044650,GO:0051701,GO:0051704,GO:0051828,GO:0051830,GO:0085027,GO:0098015,GO:0098024	-	-	-	-	-	-	-	-	-	-	-
YP_009807371.1	344021.FIBER_BPK1F	1.61e-158	491.0	4QGIU@10239|Viruses,4QVIR@35237|dsDNA viruses  no RNA stage,4QUCV@28883|Caudovirales,4QNEY@10744|Podoviridae	10744|Podoviridae	S	endo-alpha-(2,8)-sialidase activity	-	GO:0003674,GO:0003824,GO:0004553,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0016032,GO:0016787,GO:0016798,GO:0016996,GO:0016997,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0042802,GO:0044403,GO:0044406,GO:0044409,GO:0044411,GO:0044419,GO:0044423,GO:0044650,GO:0051701,GO:0051704,GO:0051828,GO:0051830,GO:0085027,GO:0098015,GO:0098024	-	-	-	-	-	-	-	-	-	-	-
WP_093885400.1	479432.Sros_4099	0.0	1222.0	28N3Q@1|root,2ZB9C@2|Bacteria,2GM98@201174|Actinobacteria,4EMSA@85012|Streptosporangiales	201174|Actinobacteria	S	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
WP_080050863.1	1215092.PA6_005_01610	0.0	1142.0	COG1199@1|root,COG1199@2|Bacteria,1MVRJ@1224|Proteobacteria,1RQ7B@1236|Gammaproteobacteria,1YE08@136841|Pseudomonas aeruginosa group	1236|Gammaproteobacteria	KL	DEAD_2	-	-	3.6.4.12	ko:K10844	ko03022,ko03420,map03022,map03420	M00290	-	-	ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	DEAD,DEAD_2,Helicase_C_2,PDDEXK_1
WP_054849476.1	572478.Vdis_2540	3.16e-194	539.0	COG1468@1|root,arCOG00786@2157|Archaea	2157|Archaea	L	TIGRFAM CRISPR-associated protein Cas4	-	-	3.1.12.1	ko:K07464	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	PDDEXK_1
KDB54361.1	1286631.X805_00060	1.63e-260	713.0	COG1199@1|root,COG1199@2|Bacteria,1MVRJ@1224|Proteobacteria,2VHYM@28216|Betaproteobacteria,1KIWI@119065|unclassified Burkholderiales	28216|Betaproteobacteria	KL	HELICc2	-	-	3.6.4.12	ko:K10844	ko03022,ko03420,map03022,map03420	M00290	-	-	ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	DEAD_2,Helicase_C_2
NUM75257.1	945713.IALB_0174	3.53e-45	150.0	COG2852@1|root,COG2852@2|Bacteria	2|Bacteria	L	Protein conserved in bacteria	-	-	3.1.21.3	ko:K01153	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DUF3387,DUF559,HSDR_N,ResIII
WP_027262632.1	571166.KI421509_gene2666	0.0	2222.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MAG49771.1	444860.E3SIQ3_9CAUD	4.2e-25	100.0	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EAY96365.1	4529.ORUFI05G01780.1	1.26e-243	670.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta,3KUR7@4447|Liliopsida,3IE4V@38820|Poales	35493|Streptophyta	S	PD-(D/E)XK nuclease superfamily	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
OPZ95543.1	657309.BXY_32210	1.03e-244	685.0	COG5434@1|root,COG5434@2|Bacteria,4NEM8@976|Bacteroidetes,2FMYC@200643|Bacteroidia,4AMDJ@815|Bacteroidaceae	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,Pectate_lyase_3
MAT56770.1	1191523.MROS_0811	1.89e-65	204.0	COG1468@1|root,COG1468@2|Bacteria	2|Bacteria	L	DNA catabolic process, exonucleolytic	cas4	-	3.1.12.1	ko:K07464	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Cas_Cas4,PDDEXK_1
YP_009112717.1	1580497.A0A0A7JTR8_9ADEN	0.0	1168.0	4QEN4@10239|Viruses	10239|Viruses	S	Adenoviral DNA terminal protein	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0005488,GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0039687,GO:0039693,GO:0042025,GO:0043656,GO:0043657,GO:0044094,GO:0044204,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044419,GO:0051704,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
YP_010748229.1	1211279.S4SI91_9CAUD	2.23e-286	791.0	4QC5D@10239|Viruses,4QVY9@35237|dsDNA viruses  no RNA stage,4QPVU@28883|Caudovirales	28883|Caudovirales	S	Protein of unknown function (DUF2800)	-	-	-	-	-	-	-	-	-	-	-	-	-
DAC64040.1	1357423.S5MCZ1_9CAUD	8.67e-47	159.0	4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HCY76940.1	945713.IALB_2187	0.0	962.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
OGU49219.1	945713.IALB_2187	2.92e-303	888.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
OIO19983.1	945713.IALB_2187	9.91e-276	817.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
YP_008242310.1	1348583.ATLH01000001_gene3871	1.89e-158	500.0	2CGEU@1|root,311DY@2|Bacteria,4PG73@976|Bacteroidetes,1IH2Q@117743|Flavobacteriia,1FAAT@104264|Cellulophaga	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HNV68258.1	768671.ThimaDRAFT_4203	6.8e-73	233.0	2C6N9@1|root,32RHI@2|Bacteria,1P488@1224|Proteobacteria,1SUTU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AIX42222.1	268746.Q58MZ3_BPPRM	5.65e-22	90.9	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAO69652.1	444860.E3SIQ3_9CAUD	5.26e-23	93.6	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_160772339.1	314225.ELI_05070	0.0	1326.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2K07I@204457|Sphingomonadales	204457|Sphingomonadales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MBQ1525757.1	1235800.C819_01715	1.9e-279	827.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,27IJZ@186928|unclassified Lachnospiraceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
BCV07409.1	1589733.A0A0C5AIM2_9CAUD	8.86e-37	129.0	4QCA2@10239|Viruses,4QR42@28883|Caudovirales,4QIBD@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAG49942.1	444860.E3SIQ3_9CAUD	4.41e-25	98.6	4QFVW@10239|Viruses,4QYZY@35237|dsDNA viruses  no RNA stage,4QTSZ@28883|Caudovirales,4QIFQ@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009036035.1	1416030.A0A067YXR4_9CAUD	0.0	1693.0	4QKNI@10699|Siphoviridae	10699|Siphoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_076783848.1	1048983.EL17_10935	2.75e-83	249.0	COG1468@1|root,COG1468@2|Bacteria,4NM54@976|Bacteroidetes,47QGF@768503|Cytophagia	976|Bacteroidetes	L	Domain of unknown function DUF83	cas4	-	3.1.12.1	ko:K07464	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Cas_Cas4
YP_009901413.1	1315956.M9QWY2_9CAUD	4.33e-180	511.0	4QBP3@10239|Viruses,4QVAZ@35237|dsDNA viruses  no RNA stage,4QPEQ@28883|Caudovirales,4QM06@10699|Siphoviridae	10699|Siphoviridae	S	PDDEXK-like domain of unknown function (DUF3799)	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_076930577.1	1123008.KB905703_gene572	2.93e-108	313.0	COG1468@1|root,COG1468@2|Bacteria,4NM54@976|Bacteroidetes,2FS79@200643|Bacteroidia,22Y1G@171551|Porphyromonadaceae	976|Bacteroidetes	L	CRISPR-associated protein Cas4	cas4	-	3.1.12.1	ko:K07464	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Cas_Cas4
WP_107764213.1	309798.COPRO5265_1039	1.54e-214	592.0	COG2887@1|root,COG2887@2|Bacteria	2|Bacteria	L	Belongs to the helicase family. UvrD subfamily	uvrD2	-	3.6.4.12	ko:K03657,ko:K07465	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
NP_963950.1	256994.Q6TRT9_9VIRU	4.39e-211	582.0	4QC9Z@10239|Viruses,4QW54@35237|dsDNA viruses  no RNA stage,4QHRF@10474|Fuselloviridae	10474|Fuselloviridae	S	nuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
RZN45548.1	426368.MmarC7_0006	1.32e-268	781.0	COG0210@1|root,arCOG00801@1|root,arCOG00798@2157|Archaea,arCOG00801@2157|Archaea,2Y6Y8@28890|Euryarchaeota,23RP4@183939|Methanococci	183939|Methanococci	L	PD-(D/E)XK nuclease superfamily	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1
KRL47273.1	1158602.I590_00670	9.94e-69	220.0	COG1074@1|root,COG1074@2|Bacteria,1V1UQ@1239|Firmicutes,4HGSG@91061|Bacilli,4B0PM@81852|Enterococcaceae	91061|Bacilli	L	PDDEXK-like domain of unknown function (DUF3799)	pi112	-	-	-	-	-	-	-	-	-	-	-	DUF3799
EEY35376.1	596323.HMPREF0554_2076	2.49e-177	494.0	2CH4S@1|root,32S58@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_004934209.1	1108070.G8FV27_9CAUD	1.24e-177	494.0	4QBP3@10239|Viruses,4QVAZ@35237|dsDNA viruses  no RNA stage,4QPEQ@28883|Caudovirales,4QM06@10699|Siphoviridae	10699|Siphoviridae	S	PDDEXK-like domain of unknown function (DUF3799)	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_126201429.1	1449080.JQMV01000006_gene2263	4.33e-129	372.0	COG2887@1|root,COG2887@2|Bacteria,1WJP9@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	L	Belongs to the helicase family. UvrD subfamily	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_008059648.1	1262528.L7TNN4_9VIRU	6.9e-117	342.0	4QGY7@10239|Viruses,4QV0Q@35237|dsDNA viruses  no RNA stage	10239|Viruses	S	PD-(D/E)XK nuclease superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-
YP_009160134.1	504553.F4MIM7_9CAUD	6e-166	469.0	4QFMI@10239|Viruses,4QUW4@35237|dsDNA viruses  no RNA stage,4QUHT@28883|Caudovirales,4QN6Y@10699|Siphoviridae	10699|Siphoviridae	S	PD-(D/E)XK nuclease superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-
GCB81872.1	9986.ENSOCUP00000014303	1.51e-118	374.0	KOG3510@1|root,KOG3510@2759|Eukaryota,38C1V@33154|Opisthokonta,3BBJF@33208|Metazoa,3CRP3@33213|Bilateria,489JI@7711|Chordata,48UX0@7742|Vertebrata,3J69M@40674|Mammalia,35M9J@314146|Euarchontoglires	33208|Metazoa	T	Down syndrome cell adhesion molecule	DSCAM	GO:0000902,GO:0000904,GO:0001558,GO:0001654,GO:0001754,GO:0003407,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007155,GO:0007156,GO:0007162,GO:0007275,GO:0007399,GO:0007416,GO:0007423,GO:0007610,GO:0007626,GO:0008037,GO:0008038,GO:0008150,GO:0008361,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009893,GO:0009987,GO:0010562,GO:0010720,GO:0010769,GO:0010770,GO:0010842,GO:0010975,GO:0010976,GO:0016020,GO:0016021,GO:0016043,GO:0016358,GO:0019220,GO:0019222,GO:0022008,GO:0022603,GO:0022604,GO:0022607,GO:0022610,GO:0030030,GO:0030154,GO:0030155,GO:0030182,GO:0030307,GO:0030424,GO:0030426,GO:0030427,GO:0030516,GO:0031175,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031344,GO:0031346,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032535,GO:0032879,GO:0032989,GO:0032990,GO:0033267,GO:0040008,GO:0040012,GO:0040017,GO:0042325,GO:0042327,GO:0042995,GO:0043005,GO:0043010,GO:0044085,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045202,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045773,GO:0045927,GO:0045937,GO:0046530,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048592,GO:0048593,GO:0048638,GO:0048639,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048813,GO:0048841,GO:0048842,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050769,GO:0050770,GO:0050772,GO:0050789,GO:0050793,GO:0050794,GO:0050808,GO:0050920,GO:0050921,GO:0051094,GO:0051128,GO:0051130,GO:0051174,GO:0051239,GO:0051240,GO:0051270,GO:0051272,GO:0051960,GO:0051962,GO:0060041,GO:0060042,GO:0060060,GO:0060219,GO:0060284,GO:0061387,GO:0065007,GO:0065008,GO:0070593,GO:0071840,GO:0071944,GO:0090066,GO:0090596,GO:0097458,GO:0098609,GO:0098742,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0150034,GO:1902667,GO:1902669,GO:2000026	-	ko:K06767,ko:K06768	-	-	-	-	ko00000,ko04516	-	-	-	I-set,Ig_3,fn3
WP_235720346.1	1605.Lani381_0838	2.14e-85	263.0	COG1074@1|root,COG1074@2|Bacteria,1V1UQ@1239|Firmicutes,4HGSG@91061|Bacilli,3F51S@33958|Lactobacillaceae	91061|Bacilli	L	PDDEXK-like domain of unknown function (DUF3799)	pi112	-	-	-	-	-	-	-	-	-	-	-	DUF3799
YP_224272.1	310539.Q5G7M5_9CAUD	3.99e-180	501.0	4QPFH@28883|Caudovirales,4QKQY@10699|Siphoviridae	10699|Siphoviridae	S	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	-
AXF41432.1	665032.C9DG04_9CAUD	9.15e-48	167.0	4QHG7@10239|Viruses,4R0G1@35237|dsDNA viruses  no RNA stage,4QRS2@28883|Caudovirales,4QJ56@10662|Myoviridae	10662|Myoviridae	S	exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_211298145.1	1280001.BAOA01000135_gene1922	2.68e-60	194.0	2CFS9@1|root,32Y2C@2|Bacteria,1NNYX@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB4132166.1	1392488.JHZY01000004_gene1757	7.22e-26	108.0	2DQEE@1|root,336AX@2|Bacteria,4P398@976|Bacteroidetes,1I9AR@117743|Flavobacteriia	976|Bacteroidetes	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
WP_301503494.1	272623.L53819	2.6e-184	512.0	COG1074@1|root,COG1074@2|Bacteria,1V1UQ@1239|Firmicutes,4HGSG@91061|Bacilli	91061|Bacilli	L	PDDEXK-like domain of unknown function (DUF3799)	pi112	-	-	-	-	-	-	-	-	-	-	-	DUF3799
QPJ64192.1	572477.Alvin_3093	2.49e-123	357.0	29SS3@1|root,30DY0@2|Bacteria,1NH1Z@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OZA13954.1	1469613.JT55_01120	4.64e-49	181.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,3FCUM@34008|Rhodovulum	28211|Alphaproteobacteria	L	PD-(D/E)XK nuclease superfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_007195075.1	768671.ThimaDRAFT_4203	3.47e-212	586.0	2C6N9@1|root,32RHI@2|Bacteria,1P488@1224|Proteobacteria,1SUTU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_340158389.1	329726.AM1_2899	8.35e-61	202.0	2C6N9@1|root,32RHI@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1
WP_092978925.1	414996.IL38_22660	4.66e-160	452.0	COG2887@1|root,COG2887@2|Bacteria,2I94N@201174|Actinobacteria,407G8@622450|Actinopolysporales	201174|Actinobacteria	L	PD-(D/E)XK nuclease superfamily	-	-	-	ko:K07465	-	-	-	-	ko00000	-	-	-	PDDEXK_1
HCA28875.1	428127.EUBDOL_01249	4.19e-88	271.0	2C6N9@1|root,32RHI@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1
RMD64878.1	95619.PM1_0217545	4.84e-53	188.0	COG4913@1|root,COG4913@2|Bacteria,1QW0C@1224|Proteobacteria,1T2PZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
OGP10414.1	1280698.AUJS01000003_gene2583	6.37e-32	128.0	COG5377@1|root,COG5377@2|Bacteria,1TS2Y@1239|Firmicutes,249SB@186801|Clostridia,27W9C@189330|Dorea	186801|Clostridia	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
YP_003358887.1	665032.C9DG04_9CAUD	1.87e-216	596.0	4QHG7@10239|Viruses,4R0G1@35237|dsDNA viruses  no RNA stage,4QRS2@28883|Caudovirales,4QJ56@10662|Myoviridae	10662|Myoviridae	S	exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_012163334.1	329726.AM1_2899	8.96e-222	610.0	2C6N9@1|root,32RHI@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1
WP_002727175.1	1150626.PHAMO_210202	6.25e-213	587.0	COG5377@1|root,COG5377@2|Bacteria,1R7HX@1224|Proteobacteria	1224|Proteobacteria	L	YqaJ viral recombinase family	-	-	3.1.12.1	ko:K07464	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Cas_Cas4,PDDEXK_1
CAB5237978.1	762966.HMPREF9439_01000	8.5e-10	67.4	COG5377@1|root,COG5377@2|Bacteria,1MWP8@1224|Proteobacteria,2VJH5@28216|Betaproteobacteria,4PR24@995019|Sutterellaceae	28216|Betaproteobacteria	L	YqaJ-like viral recombinase domain	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
WP_154899081.1	1441930.Z042_22985	2.87e-175	503.0	COG3206@1|root,COG3206@2|Bacteria,1QA2F@1224|Proteobacteria,1S04M@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	protein involved in exopolysaccharide biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	YqaJ
WP_111652081.1	512565.AMIS_4400	1.94e-179	505.0	2EYIT@1|root,33RSJ@2|Bacteria,2H2GD@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAB4163456.1	1244869.H261_05544	5.5e-47	166.0	COG1468@1|root,COG1468@2|Bacteria,1QZ2Y@1224|Proteobacteria,2TY3C@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	defense response to virus	-	-	-	-	-	-	-	-	-	-	-	-	-
RKZ80227.1	1540097.A0A0A0YPX0_9CAUD	2.13e-93	287.0	4QEG2@10239|Viruses,4QRJ9@28883|Caudovirales,4QP0R@10744|Podoviridae	10744|Podoviridae	S	exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
MBU54058.1	161934.XP_010689594.1	4.33e-67	221.0	KOG4760@1|root,KOG4760@2759|Eukaryota,37M0V@33090|Viridiplantae,3G9FX@35493|Streptophyta	35493|Streptophyta	F	Exonuclease V	-	-	-	ko:K17815	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Exo5
AUM58693.1	424716.B1GS35_9CAUD	8.84e-83	259.0	4QBP3@10239|Viruses,4QVAZ@35237|dsDNA viruses  no RNA stage,4QPEQ@28883|Caudovirales,4QM06@10699|Siphoviridae	10699|Siphoviridae	S	PDDEXK-like domain of unknown function (DUF3799)	-	-	-	-	-	-	-	-	-	-	-	-	-
