Unnamed: 0,Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP,superkingdom,realm,kingdom,phylum,class,order,family,genus,species,GenomeID,Cluster,Representative_ID,Cluster_Identity,Rep_Synonym_ID,Synonym_Identity,Synomym_E-value,Synonym_Bit-Score,IPG_ID,IPG_Synonym,IPG_len,IPG_Function,eggNOG_Annotation,COG_Category,Reference_GenomeID,IPG_Start,IPG_Stop,IPG_Strand,IPG_Organism,Assembly,Viral_Presence,PHROG_Nr_ORF,Min_Abs_Distance_TP,Mean_Distance_TP,Median_Distance_TP,pPolB,pPolB_distance,Polymerase,Pol_distance
817,HYT41710.1,HYT41710.1,212,17.925,1.0,6.18e-34,129.0,163,161,0.987730061349693,Candidatus Methylomirabilota bacterium,2072417,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,,Candidatus Methylomirabilota,,,,,Candidatus Methylomirabilota bacterium,HYT41710.1,927.0,HYT41710.1,100.0,HYT41710.1,100.0,0.0,,765113399.0,HYT41710.1,666.0,hypothetical protein,-,-,DASPYK010000453.1,4356.0,5021.0,-,Candidatus Methylomirabilota bacterium,GCA_035636855.1,,4.0,1.0,-2.5,-2.5,N,,-,
818,MCK9369128.1,MCK9369128.1,203,16.749,1.0,7.13e-34,128.0,163,157,0.96319018404908,Candidatus Dojkabacteria bacterium,2099670,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,,,,,,,Candidatus Dojkabacteria bacterium,JALNYV010000002.1,1079.0,MCK9369128.1,100.0,MCK9369128.1,100.0,0.0,,549393704.0,MCK9369128.1,636.0,hypothetical protein,-,-,JALNYV010000002.1,31165.0,31800.0,+,Candidatus Dojkabacteria bacterium,GCA_023229785.1,,105.0,1.0,113.37142857142857,135.0,N,,-,
819,MBQ8168678.1,MBQ8168678.1,254,20.472,1.0,9.35e-34,133.0,266,250,0.93984962406015,bacterium,1869227,nr,PSI-BLAST,phi29,Bacteria,Bacteria,,,,,,,bacterium,JAFTXS010000183.1,580.0,MBQ8168678.1,100.0,MBQ8168678.1,100.0,0.0,,438753645.0,MBQ8168678.1,801.0,hypothetical protein,,,JAFTXS010000183.1,1464.0,2264.0,+,bacterium,GCA_017464945.1,,4.0,1.0,-1.25,-1.5,N,,-,
820,A0A7S6TZ10,MT790999,398,71.6,1.0,1.043e-33,833.0,671,393,0.585692995529061,Human adenovirus 41,10524,BFVD,FoldSeek,hAd2,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,MT790999,83.0,A0A7S6TZ10,100.0,QOV03173.1,100.0,0.0,1172.0,369451248.0,QOV03173.1,1707.0,terminal protein precursor pTP,Adenoviral DNA terminal protein,S,MT790999.1,8827.0,10533.0,-,Human adenovirus 41,GCA_015244835.1,,1.0,5.0,-5.0,-5.0,Y,-5.0,phrog_1907,-5.0
821,WP_382132799.1,WP_382132799.1,135,25.185,1.0,1.38e-33,128.0,245,123,0.502040816326531,Streptomyces mirabilis,68239,nr,PSI-BLAST,Bam35,Bacteria,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces mirabilis,,5.0,WP_063336313.1,95.56,WP_063336313.1,100.0,0.0,,108190427.0,WP_063336313.1,804.0,hypothetical protein,,,NZ_JBDGIA010000015.1,1677.0,2480.0,+,Bacillus inaquosorum,GCF_040784945.1,,15.0,1.0,9.466666666666669,9.0,N,,-,
822,MDA0778880.1,MDA0778880.1,170,17.647,1.0,1.45e-33,127.0,163,138,0.846625766871166,Bacteroidota bacterium,1898104,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,Pseudomonadati,Bacteroidota,,,,,Bacteroidota bacterium,MDA0778880.1,1030.0,MDA0778880.1,100.0,MDA0778880.1,100.0,0.0,,611223674.0,MDA0778880.1,609.0,hypothetical protein,,,JAQCFA010000248.1,2185.0,2793.0,-,Bacteroidota bacterium,GCA_027618385.1,,4.0,1.0,-1.25,-1.5,N,,-,
823,HBH6004542.1,HBH6004542.1,207,25.121,1.0,1.46e-33,132.0,265,206,0.777358490566038,Enterococcus faecium,1352,nr,PSI-BLAST,GA1,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,HBH6004542.1,21.0,WP_060812158.1,92.95,WP_060812158.1,100.0,0.0,,103325577.0,WP_060812158.1,846.0,hypothetical protein,,,NZ_LNMB01000058.1,1809.0,2654.0,+,Enterococcus faecium,GCF_001545895.1,,16.0,1.0,7.4375,7.5,N,,-,
824,WP_308698242.1,WP_308698242.1,248,18.952,1.0,1.47e-33,132.0,266,244,0.917293233082707,uncultured Thomasclavelia sp.,3025759,nr,PSI-BLAST,phi29,Bacteria,Bacteria,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,uncultured Thomasclavelia sp.,,995.0,WP_308698242.1,100.0,WP_308698242.1,100.0,0.0,,692862934.0,WP_308698242.1,711.0,hypothetical protein,NOVTOAE9,,NZ_CABVDY010000072.1,3485.0,4195.0,-,uncultured Thomasclavelia sp.,GCF_902497155.1,,10.0,1.0,3.4,3.5,N,,-,
825,YP_010661214.1,YP_010661214.1,179,12.291,1.0,2.42e-33,127.0,163,151,0.92638036809816,Rhizobium phage RHph_Y68,2509787,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pootjesviridae,Trinifflemingvirus,Trinifflemingvirus Y68,YP_010661214.1,36.0,YP_009099867.1,89.95,YP_009099867.1,100.0,0.0,,61479888.0,YP_009099867.1,630.0,DNA end protector,-,-,NC_025429.1,90925.0,91554.0,-,Rhizobium phage vB_RleM_P10VF,GCF_000925855.1,,87.0,1.0,-0.6781609195402298,-7.0,N,,-,
826,DAV25782.1,DAV25782.1,167,15.569,1.0,2.44e-33,126.0,163,142,0.871165644171779,Caudoviricetes sp.,2832643,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,DAV25782.1,740.0,DAV25782.1,100.0,DAV25782.1,100.0,0.0,,465595513.0,DAV25782.1,588.0,DNA end protector protein,,,BK055734.1,29318.0,29905.0,-,Caudoviricetes sp.,,,27.0,1.0,-19.48148148148148,-18.0,N,,-,
827,YP_009618225.1,YP_009618225.1,132,16.667,1.0,2.67e-33,127.0,163,126,0.773006134969325,Citrobacter phage CF1 ERZ-2017,2267236,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Moonvirus,Moonvirus cf1,YP_009618225.1,7.0,WPJ21176.1,75.11,WPJ21176.1,100.0,0.0,,717877592.0,WPJ21176.1,1428.0,hypothetical protein,-,-,OR666137.1,83439.0,84866.0,+,Klebsiella phage KP17,GCA_033967525.1,,148.0,1.0,18.655405405405407,0.0,N,,-,
828,NDB30575.1,NDB30575.1,105,29.524,1.0,3.04e-33,123.0,163,104,0.638036809815951,archaeon,1906665,nr,PSI-BLAST,DSL-LC02,Archaea,Archaea,,,,,,,archaeon,NDB30575.1,106.0,A0A2E0IDK8,73.15,MAS02251.1,100.0,1.62e-119,344.0,179772361.0,MAS02251.1,510.0,hypothetical protein,-,-,NZYI01000018.1,9398.0,9907.0,+,Gammaproteobacteria bacterium,GCA_002702115.1,,9.0,1.0,-2.111111111111111,-2.0,N,,-,
829,A0A2A8BNU4,NUDL01000035,233,89.2,1.0,3.294e-33,1409.0,233,233,1.0,Bacillus wiedmannii,1890302,AFDB50,FoldSeek,AP50,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus wiedmannii,NUDL01000035,18.0,A0A2A8BNU4,100.0,WP_098102510.1,100.0,9.05e-172,481.0,163542713.0,WP_098102510.1,702.0,cytoplasmic protein,-,-,NZ_NUDL01000035.1,12402.0,13103.0,-,Bacillus wiedmannii,GCF_002555385.1,,15.0,1.0,-9.666666666666666,-9.0,N,,-,
830,DAE96383.1,DAE96383.1,238,23.95,1.0,4.65e-33,131.0,274,226,0.824817518248175,Caudoviricetes sp.,2832643,nr,PSI-BLAST,ctnWS46,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,BK055865.1,317.0,DAE96383.1,100.0,DAE96383.1,100.0,0.0,,461674358.0,DAE96383.1,747.0,terminal protein,,,BK055865.1,12322.0,13068.0,+,Caudoviricetes sp.,,,11.0,1.0,-12.636363636363637,-16.0,N,,-,
831,MDA9002828.1,MDA9002828.1,191,18.325,1.0,4.83e-33,126.0,163,158,0.969325153374233,bacterium,1869227,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,,,,,,,bacterium,MDA9002828.1,1089.0,MDA9002828.1,100.0,MDA9002828.1,100.0,0.0,,615888758.0,MDA9002828.1,654.0,hypothetical protein,,,JAOGWT010000005.1,4089.0,4742.0,-,bacterium,GCA_028111555.1,,11.0,1.0,3.4545454545454546,4.0,N,,-,
832,BCU93478.1,BCU93478.1,79,48.101,1.0,4.9200000000000004e-33,120.0,115,78,0.678260869565217,uncultured marine virus,186617,nr,PSI-BLAST,S-SCSM1,Viruses,,,,,,,,uncultured marine virus,LC629456.1,273.0,BCU93478.1,100.0,BCU93478.1,100.0,0.0,,450041034.0,BCU93478.1,264.0,hypothetical protein,-,-,LC629456.1,46976.0,47239.0,+,uncultured marine virus,GCA_018443485.1,,163.0,1.0,102.75460122699388,105.0,N,,-,
833,ASP44408.1,ASP44408.1,91,35.165,1.0,5.17e-33,132.0,295,91,0.308474576271186,Marten adenovirus type 1,2023337,nr,PSI-BLAST,PsAdv-3,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Marten adenovirus type 1,ASP44408.1,10.0,XBY87759.1,80.22,XBY87759.1,100.0,0.0,,859864533.0,XBY87759.1,2115.0,pTP protein,Adenoviral DNA terminal protein,S,OR096706.1,12031.0,14145.0,-,Psittacine aviadenovirus B,,,2.0,1.0,11.5,11.5,N,,-,
834,DAR59290.1,DAR59290.1,221,17.647,1.0,5.43e-33,131.0,255,220,0.862745098039216,Caudoviricetes sp.,2832643,nr,PSI-BLAST,Evcara,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,BK057728.1,100.0,A0A8S5UFZ3,91.21,DAR59290.1,91.209,0.0,513.0,464969490.0,DAR59290.1,822.0,hypothetical protein,,,BK057728.1,891.0,1712.0,+,Caudoviricetes sp.,,,12.0,1.0,7.5,6.5,N,,-,
835,DAV42544.1,DAV42544.1,175,15.429,1.0,6.12e-33,126.0,163,145,0.889570552147239,Caudoviricetes sp.,2832643,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,DAV42544.1,1106.0,DAV42544.1,100.0,DAV42544.1,100.0,0.0,,466468435.0,DAV42544.1,615.0,DNA end protector protein,,,BK028423.1,23830.0,24444.0,-,Caudoviricetes sp.,,,73.0,3.0,67.05479452054794,63.0,N,,-,
836,A0A4P8PIM7,MK101347,727,27.6,1.0,6.295e-33,1018.0,619,585,0.945072697899838,White sturgeon adenovirus 1,2580388,BFVD,FoldSeek,CPAdV-2,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Ichtadenovirus,Sturgeon ichtadenovirus A,MK101347,187.0,A0A4P8PIM7,100.0,YP_010790523.1,100.0,0.0,1478.0,249723067.0,YP_010790523.1,4972.0,pTP,,,NC_075448.1,11911.0,16882.0,-,White sturgeon adenovirus 1,GCF_006400995.1,,2.0,1.0,8.5,8.5,N,,-,
837,UGO48220.1,UGO48220.1,132,17.424,1.0,8.520000000000001e-33,126.0,163,126,0.773006134969325,Klebsiella phage vB_KaeM_Shinkou,2894800,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Jiaodavirus,Jiaodavirus jd18,UGO48220.1,7.0,WPJ21176.1,95.82,WPJ21176.1,100.0,0.0,,717877592.0,WPJ21176.1,1428.0,hypothetical protein,-,-,OR666137.1,83439.0,84866.0,+,Klebsiella phage KP17,GCA_033967525.1,,148.0,1.0,18.655405405405407,0.0,N,,-,
838,WP_347280256.1,WP_347280256.1,248,14.113,1.0,8.93e-33,130.0,264,246,0.931818181818182,uncultured Phocaeicola sp.,990718,nr,PSI-BLAST,Karezi,Bacteria,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,uncultured Phocaeicola sp.,,358.0,WP_347280256.1,100.0,WP_347280256.1,100.0,0.0,,848952741.0,WP_347280256.1,747.0,hypothetical protein,,,NZ_CAQHYD010000051.1,11718.0,12464.0,+,uncultured Phocaeicola sp.,GCF_948804745.1,,10.0,1.0,-4.1,-4.0,N,,-,
839,WP_347573077.1,WP_347573077.1,138,23.188,1.0,9.23e-33,125.0,163,114,0.699386503067485,Legionella sp.,459,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sp.,,1111.0,WP_347573077.1,100.0,WP_347573077.1,100.0,0.0,,696516639.0,WP_347573077.1,615.0,hypothetical protein,-,-,NZ_JARLJR010000083.1,63822.0,64436.0,-,Legionella sp.,GCF_031291095.1,,92.0,1.0,55.68478260869565,68.5,N,,-,
840,WP_376912377.1,WP_376912377.1,144,25.694,1.0,9.3e-33,126.0,245,132,0.538775510204082,Streptomyces,1883,nr,PSI-BLAST,Bam35,Bacteria,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,,5.0,WP_063336313.1,95.95,WP_063336313.1,100.0,0.0,,108190427.0,WP_063336313.1,804.0,hypothetical protein,,,NZ_JBDGIA010000015.1,1677.0,2480.0,+,Bacillus inaquosorum,GCF_040784945.1,,15.0,1.0,9.466666666666669,9.0,N,,-,
841,YP_009595607.1,YP_009595607.1,166,18.675,1.0,1.11e-32,125.0,163,136,0.834355828220859,Pseudomonas phage pf16,1815630,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Chakrabartyvirus,Chakrabartyvirus pf16,YP_009595607.1,1096.0,YP_009595607.1,100.0,YP_009595607.1,100.0,0.0,,109529944.0,YP_009595607.1,648.0,DNA end protector,-,-,NC_041881.1,99654.0,100301.0,-,Pseudomonas phage pf16,GCF_002609525.1,,99.0,1.0,-28.09090909090909,-32.0,N,,-,
842,YP_009099867.1,YP_009099867.1,179,12.291,1.0,1.13e-32,125.0,163,151,0.92638036809816,Rhizobium phage vB_RleM_P10VF,1527770,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pootjesviridae,Innesvirus,Innesvirus P10VF,YP_009099867.1,36.0,YP_009099867.1,100.0,YP_009099867.1,100.0,0.0,,61479888.0,YP_009099867.1,630.0,DNA end protector,-,-,NC_025429.1,90925.0,91554.0,-,Rhizobium phage vB_RleM_P10VF,GCF_000925855.1,,87.0,1.0,-0.6781609195402298,-7.0,N,,-,
843,MBT4935988.1,MBT4935988.1,130,22.308,1.0,1.18e-32,124.0,163,119,0.730061349693252,Candidatus Woesearchaeota archaeon,2026803,nr,PSI-BLAST,DSL-LC02,Archaea,Archaea,Nanobdellati,Candidatus Woesearchaeota,,,,,Candidatus Woesearchaeota archaeon,JABJMT010000034.1,24.0,A0A7K4MRX3,85.12,NWJ44037.1,100.0,1.38e-144,410.0,334895593.0,NWJ44037.1,603.0,hypothetical protein,,,JACASV010000094.1,1014.0,1616.0,-,Marine Group I thaumarchaeote,GCA_013390385.1,,3.0,1.0,-0.6666666666666666,-1.0,N,,-,
844,DAK74289.1,DAK74289.1,256,18.75,1.0,1.44e-32,130.0,267,243,0.910112359550562,Caudoviricetes sp.,2832643,nr,PSI-BLAST,Tillums,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,DAK74289.1,660.0,DAK74289.1,100.0,DAK74289.1,100.0,0.0,,463605501.0,DAK74289.1,837.0,hypothetical protein,,,BK047707.1,11780.0,12616.0,-,Caudoviricetes sp.,,,8.0,1.0,-2.375,-3.5,N,,-,
845,HBN10498.1,HBN10498.1,259,16.988,1.0,1.46e-32,130.0,273,254,0.93040293040293,Ruminococcus sp.,41978,nr,PSI-BLAST,WhyPhy,Bacteria,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp.,DOBJ01000020.1,193.0,A0A355UWK0,100.0,HBN10498.1,100.0,0.0,522.0,206629764.0,HBN10498.1,783.0,hypothetical protein,,,DOBJ01000020.1,5443.0,6225.0,+,Ruminococcus sp.,GCA_003503815.1,,1.0,3.0,-3.0,-3.0,N,,-,
846,DAG58646.1,DAG58646.1,267,15.73,1.0,1.69e-32,130.0,259,255,0.984555984555985,Caudoviricetes sp.,2832643,nr,PSI-BLAST,Ayka,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,DAG58646.1,597.0,DAG58646.1,100.0,DAG58646.1,100.0,0.0,,462396744.0,DAG58646.1,810.0,hypothetical protein,,,BK018336.1,13373.0,14182.0,-,Caudoviricetes sp.,,,10.0,1.0,-5.3,-5.5,N,,-,
847,YP_010662674.1,YP_010662674.1,179,12.291,1.0,1.94e-32,124.0,163,151,0.92638036809816,Rhizobium phage RL38J1,2663232,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pootjesviridae,Innesvirus,Innesvirus RL38J1,NC_070888.1,36.0,YP_009099867.1,98.92,YP_009099867.1,100.0,0.0,,61479888.0,YP_009099867.1,630.0,DNA end protector,-,-,NC_025429.1,90925.0,91554.0,-,Rhizobium phage vB_RleM_P10VF,GCF_000925855.1,,87.0,1.0,-0.6781609195402298,-7.0,N,,-,
848,DAX09221.1,DAX09221.1,230,20.87,1.0,2.06e-32,129.0,274,224,0.817518248175182,Caudoviricetes sp.,2832643,nr,PSI-BLAST,ctnWS46,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,DAX09221.1,421.0,DAX09221.1,100.0,DAX09221.1,100.0,0.0,,466564129.0,DAX09221.1,759.0,terminal protein,,,BK027565.1,2626.0,3384.0,-,Caudoviricetes sp.,,,12.0,1.0,5.916666666666667,5.5,N,,-,
849,DAX02392.1,DAX02392.1,242,21.074,1.0,3.13e-32,128.0,266,240,0.902255639097744,Caudoviricetes sp.,2832643,nr,PSI-BLAST,phi29,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,DAX02392.1,956.0,DAX02392.1,100.0,DAX02392.1,100.0,0.0,,466558697.0,DAX02392.1,729.0,terminal protein,,,BK026954.1,3080.0,3808.0,-,Caudoviricetes sp.,,,13.0,1.0,6.923076923076923,9.0,N,,-,
850,NBV11464.1,NBV11464.1,156,17.949,1.0,3.2200000000000004e-32,122.0,163,127,0.779141104294479,Chitinophagia bacterium,2448778,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,,,,Chitinophagia bacterium,NBV11464.1,54.0,MBM3417389.1,74.21,MBM3417389.1,100.0,0.0,,404973466.0,MBM3417389.1,579.0,hypothetical protein,-,-,VGGS01000006.1,4260.0,4838.0,-,Bacteroidota bacterium,GCA_016868525.1,,10.0,1.0,4.0,3.5,N,,-,
851,YP_010662947.1,YP_010662947.1,181,12.707,1.0,3.45e-32,124.0,163,153,0.938650306748466,Agrobacterium phage Atu_ph04,2024263,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Pootjesviridae,Rollinsvirus,Rollinsvirus ph04,NC_070890.1,36.0,YP_009099867.1,62.5,YP_009099867.1,100.0,0.0,,61479888.0,YP_009099867.1,630.0,DNA end protector,-,-,NC_025429.1,90925.0,91554.0,-,Rhizobium phage vB_RleM_P10VF,GCF_000925855.1,,87.0,1.0,-0.6781609195402298,-7.0,N,,-,
852,MBO7043160.1,MBO7043160.1,171,18.129,1.0,3.93e-32,123.0,163,149,0.914110429447853,bacterium,1869227,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,,,,,,,bacterium,JAGCOX010000010.1,743.0,MBO7043160.1,100.0,MBO7043160.1,100.0,0.0,,424972908.0,MBO7043160.1,585.0,hypothetical protein,,,JAGCOX010000010.1,40418.0,41002.0,+,bacterium,GCA_017642495.1,,43.0,1.0,-27.41860465116279,-31.0,N,,-,
853,YP_009099002.1,YP_009099002.1,185,17.297,1.0,4.32e-32,124.0,163,151,0.92638036809816,Caulobacter phage Cr30,1357714,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caulobacter phage Cr30,NC_025422.1,1120.0,YP_009099002.1,100.0,YP_009099002.1,100.0,0.0,,42550433.0,YP_009099002.1,633.0,DNA end protector,-,-,NC_025422.1,131410.0,132042.0,+,Caulobacter phage Cr30,GCF_000927355.1,,99.0,1.0,-90.68686868686868,-91.0,N,,-,
854,MDY2575742.1,MDY2575742.1,231,21.645,1.0,5.23e-32,129.0,273,226,0.827838827838828,Bacilli bacterium,1903720,nr,PSI-BLAST,WhyPhy,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,,,,Bacilli bacterium,JAXEAR010000123.1,347.0,MDY2575742.1,100.0,MDY2575742.1,100.0,0.0,,721046695.0,MDY2575742.1,768.0,hypothetical protein,NOV8BIW6,,JAXEAR010000123.1,2705.0,3472.0,+,Bacilli bacterium,GCA_034086365.1,,11.0,1.0,4.545454545454546,5.0,N,,-,
855,HFP6872704.1,HFP6872704.1,240,24.167,1.0,6.170000000000001e-32,128.0,265,228,0.860377358490566,Enterococcus faecium,1352,nr,PSI-BLAST,GA1,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,DAZIYG010000146.1,21.0,WP_060812158.1,94.58,WP_060812158.1,100.0,0.0,,103325577.0,WP_060812158.1,846.0,hypothetical protein,,,NZ_LNMB01000058.1,1809.0,2654.0,+,Enterococcus faecium,GCF_001545895.1,,16.0,1.0,7.4375,7.5,N,,-,
856,APQ44768.1,APQ44768.1,97,37.113,1.0,1.23e-31,128.0,295,95,0.322033898305085,Fowl adenovirus,1354736,nr,PSI-BLAST,PsAdv-3,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Fowl adenovirus,KY053099.1,23.0,AOC84064.1,91.75,AOC84064.1,100.0,0.0,,115142531.0,AOC84064.1,2211.0,pTP protein,Adenoviral DNA terminal protein,S,KX258422.1,11243.0,13453.0,-,Fowl aviadenovirus E,GCA_006436795.1,,2.0,1.0,-5.5,-5.5,Y,-1.0,phrog_1907,-1.0
857,DAJ65761.1,DAJ65761.1,255,15.686,1.0,1.24e-31,127.0,266,250,0.93984962406015,Caudoviricetes sp.,2832643,nr,PSI-BLAST,phi29,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Caudoviricetes sp.,BK043741.1,153.0,DAJ65761.1,100.0,DAJ65761.1,100.0,0.0,,463803559.0,DAJ65761.1,771.0,hypothetical protein,,,BK043741.1,11366.0,12136.0,+,Caudoviricetes sp.,,,11.0,1.0,-3.727272727272727,-5.0,N,,-,
858,MBA94843.1,MBA94843.1,180,17.778,1.0,1.32e-31,122.0,163,152,0.932515337423313,Rickettsiales bacterium,2026788,nr,PSI-BLAST,DSL-LC02,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rickettsiales,,,Rickettsiales bacterium,MBA94843.1,148.0,A0A2E3G820,100.0,MBA94843.1,100.0,6.780000000000003e-144,408.0,166347409.0,MBA94843.1,597.0,hypothetical protein,,,PAPA01000017.1,31723.0,32319.0,-,Rickettsiales bacterium,GCA_002708665.1,,74.0,1.0,18.56756756756757,20.5,N,,-,
859,XAI71209.1,XAI71209.1,190,15.789,1.0,1.34e-31,123.0,163,155,0.950920245398773,Pseudomonas phage Cygsa01,3138529,nr,PSI-BLAST,DSL-LC02,Viruses,,,,,,,,Pseudomonas phage Cygsa01,XAI71209.1,958.0,XAI71209.1,100.0,XAI71209.1,100.0,0.0,,838746790.0,XAI71209.1,735.0,DNA end protector protein,-,-,PP179332.1,99866.0,100600.0,-,Pseudomonas phage Cygsa01,,,81.0,1.0,-19.7283950617284,5.0,N,,-,
860,WPJ72151.1,WPJ72151.1,187,13.369,1.0,1.45e-31,123.0,163,147,0.901840490797546,Salmonella phage CRW-SP2,3079598,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Ackermannviridae,,Salmonella phage CRW-SP2,WPJ72151.1,19.0,CAD5240754.1,85.41,CAD5240754.1,100.0,0.0,,402441461.0,CAD5240754.1,708.0,DNA end protector protein,-,-,LR881138.1,133369.0,134076.0,+,Klebsiella phage vB_KqM-Bilbo,GCA_904067405.1,,95.0,1.0,-57.21052631578947,-60.0,N,,-,
861,AFN37562.1,AFN37562.1,122,17.213,1.0,2.78e-31,119.0,163,103,0.631901840490798,Vibrio phage phi-pp2,1204514,nr,PSI-BLAST,DSL-LC02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Straboviridae,Schizotequatrovirus,Schizotequatrovirus KVP40,AFN37562.1,80.0,AUR86065.1,83.21,AUR86065.1,100.0,0.0,,176254475.0,AUR86065.1,603.0,hypothetical protein,-,-,MG592456.1,211691.0,212293.0,-,Vibrio phage 1.081.O._10N.286.52.C2,GCA_003927315.1,,132.0,1.0,-165.70454545454547,-194.0,N,,-,
862,DAD72321.1,DAD72321.1,257,17.899,1.0,2.8600000000000003e-31,126.0,266,253,0.951127819548872,Podoviridae sp. ctC8s18,2827617,nr,PSI-BLAST,phi29,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Podoviridae sp. ctC8s18,DAD72321.1,392.0,DAD72321.1,100.0,DAD72321.1,100.0,0.0,,461317152.0,DAD72321.1,756.0,terminal protein,NOVTOAE9,,BK015897.1,4209.0,4964.0,-,Podoviridae sp. ctC8s18,,,14.0,1.0,6.0,6.5,N,,-,
863,APD20954.1,APD20954.1,118,26.271,1.0,3.0200000000000004e-31,119.0,167,118,0.706586826347305,Staphylococcus phage SCH111,1913582,nr,PSI-BLAST,St134,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Rountreeviridae,Rosenblumvirus,Rosenblumvirus SCH1,KY000085.1,25.0,NP_817303.1,82.79,NP_817303.1,100.0,0.0,,559438.0,NP_817303.1,483.0,hypothetical protein,,,NC_004678.1,2280.0,2762.0,+,Staphylococcus phage phi44AHJD,GCF_000843045.1,,11.0,1.0,5.363636363636363,6.0,N,,-,
